GeneName,FC,P,FDR,Color,Significance
MCTP2,-0.39842237,0.151218914,0.377968793,#D3D3D3,0.820393886
HNRNPH2,-0.285783814,0.019053139,0.104770506,#D3D3D3,1.72003347
PARP15,2.427265411,6.72E-06,0.000378612,#56B4E9,5.172837257
FBXO8,0.262156653,0.430755077,0.675387689,#D3D3D3,0.365769595
OXA1L,0.054221269,0.752679706,0.88217256,#D3D3D3,0.123389794
STPG4,-0.498837934,0.102829431,0.303436593,#D3D3D3,0.987882565
THEMIS,0.200702166,0.509135562,0.731478199,#D3D3D3,0.293166568
DPY19L3,-0.596309055,0.013076945,0.081238053,#0072B2,1.883493689
DERL3,-3.006324915,6.56E-09,6.53E-06,#0072B2,8.183191135
ERV3-1,-0.003175524,0.985050604,0.994789554,#D3D3D3,0.006541459
EIF2AK3,-0.858181919,0.000419881,0.006985861,#0072B2,3.376873629
ALS2,0.081900742,0.81388024,0.914353924,#D3D3D3,0.089439496
PASK,0.274201505,0.163553614,0.397080468,#D3D3D3,0.786339855
TSGA13,-0.353390281,0.404935659,0.653715095,#D3D3D3,0.392613978
OR4K2,-0.091318689,0.810423093,0.912013085,#D3D3D3,0.091288192
STOML2,-0.214817951,0.326057196,0.584240696,#D3D3D3,0.48670621
MFHAS1,0.597657851,0.005157604,0.042548342,#56B4E9,2.287551977
DUSP18,0.150509698,0.468852136,0.70310383,#D3D3D3,0.328964101
ADAMTS13,-0.615537193,0.050377747,0.193462012,#D3D3D3,1.29776126
ZNF134,0.255181985,0.339288549,0.596844714,#D3D3D3,0.469430798
UGT2B4,-0.153485069,0.702694309,0.855320342,#D3D3D3,0.153233564
TAS2R46,0.376454721,0.309213818,0.567817937,#D3D3D3,0.509741107
IQCB1,0.111460254,0.376843473,0.629741764,#D3D3D3,0.423839003
INTS13,-0.362396398,0.418111196,0.664859524,#D3D3D3,0.378708203
EPHA1,-0.65779631,0.085474292,0.271859544,#D3D3D3,1.068164485
FCSK,-0.299109189,0.194811552,0.439068454,#D3D3D3,0.710385294
YBX3,-0.337779885,0.057705004,0.210237816,#D3D3D3,1.238786524
VMP1,-0.545280051,0.03928761,0.165745528,#0072B2,1.405744388
TEX264,0.067956975,0.656490326,0.830301936,#D3D3D3,0.182771669
ACYP2,0.367512158,0.02870016,0.136439363,#D3D3D3,1.542115685
DOK2,-0.825309736,0.000446987,0.007285808,#0072B2,3.349704758
CCDC117,-0.585722795,0.019923799,0.107938189,#0072B2,1.700627853
DCDC2B,0.391894213,0.083907018,0.269109206,#D3D3D3,1.076201714
FZD1,-0.72312203,0.014037357,0.085702375,#0072B2,1.852714665
RPAP3,0.548078276,0.021800046,0.114389157,#56B4E9,1.661542592
CAPZA2,-0.077509227,0.630455842,0.815292163,#D3D3D3,0.200345327
GRINA,-0.515995729,0.014550692,0.087741455,#0072B2,1.837116347
PFKM,0.077256122,0.612212638,0.80365945,#D3D3D3,0.21309771
EFCAB7,-0.13886775,0.741495479,0.875966298,#D3D3D3,0.129891493
CDK1,0.957445868,0.008983502,0.062772781,#56B4E9,2.046554316
LRRC59,-0.238111493,0.164303532,0.397936943,#D3D3D3,0.784353101
SLC35F1,-0.410509378,0.138233592,0.359202739,#D3D3D3,0.859386406
BPTF,0.862530214,0.002563086,0.025833791,#56B4E9,2.591236879
EPAS1,0.041976241,0.871418086,0.942163967,#D3D3D3,0.059773431
AGAP2,0.228377274,0.159181092,0.389981011,#D3D3D3,0.798108521
OR52I2,0.362502334,0.1415216,0.364919447,#D3D3D3,0.849177269
FSCN2,-0.223391429,0.436124189,0.679507951,#D3D3D3,0.360389825
C19orf38,-0.305046716,0.28203158,0.53875358,#D3D3D3,0.54970226
PARD6B,0.103759977,0.77262488,0.892272148,#D3D3D3,0.112031311
ARID1A,0.484292555,0.055586135,0.204983027,#D3D3D3,1.255033523
ANGPTL3,0.679689787,0.125805564,0.340404577,#D3D3D3,0.90030015
SLC39A4,0.419090429,0.245064733,0.499413216,#D3D3D3,0.610719183
IKZF3,1.0729284,0.00016164,0.003584581,#56B4E9,3.791451038
LRRC8E,0.574079114,0.05359063,0.201161799,#D3D3D3,1.270911139
HRH4,0.187403091,0.732409771,0.870774092,#D3D3D3,0.13524587
VPS50,0.0655181,0.571358986,0.77683804,#D3D3D3,0.243090938
SPRY1,-0.38537433,0.129225295,0.345905756,#D3D3D3,0.888652466
CASP8AP2,0.06178966,0.771590963,0.89162798,#D3D3D3,0.112612867
ZBTB7A,-0.340357443,0.000785987,0.011002097,#D3D3D3,3.104584488
ABCC12,-0.02347935,0.907259622,0.957977379,#D3D3D3,0.042268417
FCRL1,4.002306577,2.90E-06,0.000209836,#56B4E9,5.537466347
KRTAP10-12,0.035743322,0.91834433,0.963626904,#D3D3D3,0.036994451
PTER,0.181613135,0.419225877,0.666129248,#D3D3D3,0.377551918
TMED2,-0.938317849,0.000394296,0.006665459,#0072B2,3.404177749
C2CD2L,-0.248074025,0.369621931,0.62376682,#D3D3D3,0.432242268
ETNPPL,0.221972353,0.597799717,0.794583315,#D3D3D3,0.223444295
BTNL8,-1.144450996,0.027032887,0.131870414,#0072B2,1.568107568
ADA,-0.020704632,0.898598278,0.954374906,#D3D3D3,0.046434418
H3C13,0.757707206,0.137925719,0.358956158,#D3D3D3,0.860354742
ANKRD65,-0.240008017,0.34568572,0.603795852,#D3D3D3,0.46131856
MYO1A,-1.625631349,0.004788521,0.040252232,#0072B2,2.319798648
KIAA1191,-0.006384538,0.977334718,0.992767559,#D3D3D3,0.009956674
VIPAS39,0.07632389,0.804630385,0.909012063,#D3D3D3,0.094403572
SERPINB8,0.306715319,0.044455251,0.178743553,#D3D3D3,1.352076932
SENP7,0.719902775,0.015247667,0.09015671,#56B4E9,1.816796599
KANSL2,0.364917393,0.006458254,0.04999881,#D3D3D3,2.189884894
ZBTB49,-0.158659808,0.571129345,0.776588462,#D3D3D3,0.243265525
CAMK1D,0.382366653,0.0339135,0.152542867,#D3D3D3,1.469627392
BST1,-0.788200409,0.003562974,0.032618342,#0072B2,2.448187321
CFAP91,0.055872934,0.920694366,0.964503144,#D3D3D3,0.035884514
JPH4,-0.186960611,0.38176002,0.633446724,#D3D3D3,0.418209555
MYH4,0.120334776,0.808103968,0.9109005,#D3D3D3,0.092532761
TRAF3IP3,0.548558248,0.025215406,0.126283665,#56B4E9,1.598334037
CHP1,-0.705320015,0.000390823,0.006626691,#0072B2,3.408019899
HTR1F,-0.685989097,0.001277605,0.015758315,#0072B2,2.893603474
RNF122,-0.622944387,0.026133522,0.129241307,#0072B2,1.582802064
FAM189A1,0.508362816,0.204855434,0.450970937,#D3D3D3,0.68855251
NUCKS1,0.281005149,0.034471752,0.153833724,#D3D3D3,1.462536643
PCDH1,-0.849334921,0.001840021,0.020229432,#0072B2,2.735177155
SIRT6,-0.718528038,0.010075305,0.067599202,#0072B2,1.996741782
PLPP4,-0.069296262,0.643909202,0.822752075,#D3D3D3,0.191175368
CEP78,0.22435163,0.11168432,0.317626419,#D3D3D3,0.952007794
MYPOP,-0.050059859,0.849085926,0.931187806,#D3D3D3,0.071048358
ARNT,0.216033236,0.280730989,0.537175304,#D3D3D3,0.551709645
AP1S2,0.339497964,0.143349984,0.367312797,#D3D3D3,0.843602351
MSH4,-0.141697874,0.651968996,0.827435512,#D3D3D3,0.185773056
ATPAF2,0.690957278,0.03634393,0.158365654,#56B4E9,1.439568118
ZNF493,0.140801624,0.64468836,0.823212184,#D3D3D3,0.190650171
DENND2B,-1.468638308,1.59E-05,0.00070156,#0072B2,4.798574776
OR1F1,-0.085236548,0.689568522,0.847207164,#D3D3D3,0.161422572
OR14A16,-0.149797658,0.502764693,0.727153427,#D3D3D3,0.298635229
ANK1,-0.386583345,0.041350977,0.171067591,#D3D3D3,1.383514225
FAM104B,0.638822201,0.034492562,0.153833724,#56B4E9,1.462274543
CASP1,-0.573259748,0.000831784,0.011425336,#0072B2,3.079989432
CLEC4G,0.083316487,0.648269694,0.825408886,#D3D3D3,0.188244281
OR10W1,-0.264236645,0.226950506,0.478544361,#D3D3D3,0.644068845
H1-1,0.199851187,0.641195936,0.821741031,#D3D3D3,0.193009239
BEND3,-0.052585615,0.841210135,0.927499387,#D3D3D3,0.075095503
EBI3,-0.837907931,0.000398383,0.006707637,#0072B2,3.399699372
RIMBP3B,0.009617015,0.959536423,0.984190575,#D3D3D3,0.017938535
SNCA,-0.84480969,0.008039294,0.058474931,#0072B2,2.094782115
COA5,-0.042304882,0.856422006,0.935459267,#D3D3D3,0.067312182
PIP4P1,-0.155557195,0.521915003,0.741495023,#D3D3D3,0.282400219
RASSF3,0.331337429,0.069363262,0.236649478,#D3D3D3,1.158870491
ZBED5,0.665986838,0.005284562,0.043341124,#56B4E9,2.276990989
MED28,0.540996844,0.026379327,0.130012583,#56B4E9,1.578736284
ACOT12,-0.391377349,0.344667727,0.602846604,#D3D3D3,0.462599379
NINL,-0.450479575,0.046301129,0.183440694,#D3D3D3,1.334408415
NCBP2,0.482472173,0.010763042,0.071025965,#D3D3D3,1.968064956
SLC26A3,-2.78829792,3.26E-07,4.82E-05,#0072B2,6.486960023
SESN1,0.58542894,0.034134916,0.153048649,#56B4E9,1.466801165
EHF,-1.039122809,0.002301519,0.02388172,#0072B2,2.637985455
PIGBOS1,0.070952682,0.765129812,0.888555679,#D3D3D3,0.116264876
BECN2,0.128882981,0.81915002,0.917528159,#D3D3D3,0.086636554
E2F2,0.692658805,0.038037329,0.162504634,#56B4E9,1.419789982
KIF2A,0.197589318,0.251611816,0.506301602,#D3D3D3,0.599268967
SYNRG,0.745771607,0.014619979,0.088070493,#56B4E9,1.835053256
PQBP1,-0.343288107,0.072627387,0.243509702,#D3D3D3,1.138899581
MEAF6,0.27505953,0.050300434,0.193244475,#D3D3D3,1.29842827
ZC3H8,0.481870173,0.028803598,0.136632662,#D3D3D3,1.540553254
TMEM184B,-1.545850074,2.41E-06,0.00019055,#0072B2,5.618087083
TSSK1B,-0.040244244,0.89314826,0.952729163,#D3D3D3,0.049076443
PLLP,0.167153615,0.500063856,0.725619994,#D3D3D3,0.300974535
CGRRF1,-0.051368372,0.81075575,0.912242299,#D3D3D3,0.091109963
TRIM9,-0.463365417,0.103475731,0.304306397,#D3D3D3,0.985161499
CLDN24,0.162257904,0.541391402,0.755293049,#D3D3D3,0.266488646
PIGK,-0.284673192,0.130467977,0.347543431,#D3D3D3,0.884496071
SCRG1,0.365265729,0.328346182,0.587031564,#D3D3D3,0.483668029
SCRN2,-0.485053885,0.029380698,0.13862886,#D3D3D3,1.531937887
FCHSD1,0.403451982,0.271734682,0.528313692,#D3D3D3,0.565854929
PAPSS2,-0.736512129,3.30E-06,0.000235404,#0072B2,5.481977604
KIF3C,-0.138422061,0.741079599,0.875873378,#D3D3D3,0.130135142
CHERP,0.534068254,0.030353561,0.142035284,#56B4E9,1.517790357
RPS28,0.757673971,4.41E-07,5.84E-05,#56B4E9,6.355508872
ATMIN,-0.165974686,0.444679183,0.686069475,#D3D3D3,0.351953201
ARRB1,-1.202584295,5.41E-05,0.001650402,#0072B2,4.267174164
EP400,0.141729365,0.504802275,0.728516216,#D3D3D3,0.296878697
ATOH7,0.032812827,0.934063683,0.970948678,#D3D3D3,0.029623513
PRR27,-0.757382244,0.027311398,0.132499139,#0072B2,1.563656074
EGR2,0.458080145,0.144448703,0.369037205,#D3D3D3,0.840286353
EIF3B,0.202257299,0.080812289,0.261925063,#D3D3D3,1.09252259
TTC9C,-0.338352773,0.190219355,0.433530359,#D3D3D3,0.720745296
ZIM3,0.052926128,0.907261347,0.957977379,#D3D3D3,0.042267591
C3orf80,-0.351729464,0.255066556,0.510557213,#D3D3D3,0.593346482
BTN3A1,0.157883748,0.403895608,0.652845592,#D3D3D3,0.393730869
ERCC6L,-0.088825408,0.547781397,0.76083178,#D3D3D3,0.261392721
TCF7,1.774922746,4.14E-05,0.001351081,#56B4E9,4.383371809
PRICKLE1,0.176488244,0.433090725,0.677158365,#D3D3D3,0.363421117
DCAF7,0.463102992,0.006274667,0.048982508,#D3D3D3,2.202409325
BRMS1L,-0.036259248,0.896685419,0.953599122,#D3D3D3,0.047359892
CCL28,-0.89384815,0.000264196,0.00504115,#0072B2,3.578073624
AMOTL2,-0.19525508,0.569200586,0.774996498,#D3D3D3,0.244734662
POT1,0.317353845,0.207887799,0.455530253,#D3D3D3,0.682170998
C12orf66,0.468136089,0.09858837,0.296142401,#D3D3D3,1.006174315
FAM169A,0.007194746,0.969523772,0.989125524,#D3D3D3,0.013441538
EHD2,-1.655175164,1.65E-06,0.000145221,#0072B2,5.78364165
HLA-E,-0.042625386,0.733446106,0.871325909,#D3D3D3,0.134631793
PTP4A2,0.436466193,0.00443339,0.03810275,#D3D3D3,2.353264063
OR52R1,-0.135485527,0.545458003,0.758734072,#D3D3D3,0.263238682
BCAP31,-0.631843985,0.001594319,0.018266925,#0072B2,2.797424869
ANKRD39,-0.249062731,0.369871249,0.623925021,#D3D3D3,0.431949426
DIP2C,-0.209548406,0.605166521,0.79959376,#D3D3D3,0.218125106
C2orf92,0.019995441,0.958136882,0.983222054,#D3D3D3,0.018572442
MDP1,0.14372073,0.573048957,0.777617841,#D3D3D3,0.241808274
ABRAXAS1,-0.045459649,0.726844494,0.867826375,#D3D3D3,0.138558495
USF1,0.267544843,0.115226674,0.32329455,#D3D3D3,0.938446974
ALOX12,0.071815465,0.787049536,0.899683456,#D3D3D3,0.103997933
MIA2,-0.361330455,0.197056522,0.44200035,#D3D3D3,0.705409186
TENT5D,-0.061166058,0.841909456,0.927724222,#D3D3D3,0.074734613
FAH,-0.835466287,0.041857626,0.172401865,#0072B2,1.378225405
CLTB,-0.618740931,0.00126424,0.015665945,#0072B2,2.898170421
ABHD10,0.606105174,0.193263881,0.437247133,#D3D3D3,0.713849304
CDK10,0.376767862,0.082007435,0.264729612,#D3D3D3,1.086146774
C6orf226,-0.041245881,0.892265796,0.952330297,#D3D3D3,0.049505755
SOX11,-0.205743995,0.601392069,0.796907141,#D3D3D3,0.220842304
DIAPH2,-0.393565409,0.02295043,0.118615931,#D3D3D3,1.639209167
NUP155,0.258352839,0.26393448,0.520396786,#D3D3D3,0.57850387
VOPP1,0.235096255,0.032494415,0.148256869,#D3D3D3,1.488191276
MALSU1,0.219274138,0.064912873,0.227262134,#D3D3D3,1.18766917
CLDN10,0.185859224,0.362310532,0.617594533,#D3D3D3,0.440919042
PRDX4,-1.838280551,1.98E-05,0.000807511,#0072B2,4.70358349
VDAC2,-0.335724404,0.288481865,0.545111243,#D3D3D3,0.539881484
NUP54,0.370112404,0.089754524,0.280393464,#D3D3D3,1.046943654
PIGR,-3.229106577,2.27E-07,3.83E-05,#0072B2,6.643267939
STARD7,0.05394555,0.763155784,0.887247929,#D3D3D3,0.1173868
CDK5RAP3,-0.166246669,0.306686738,0.564809252,#D3D3D3,0.513305004
CCDC88C,0.432788112,0.000662455,0.009658315,#D3D3D3,3.1788438
C2CD3,0.774824199,0.015611928,0.091584904,#56B4E9,1.80654347
LAMB2,-0.869677718,0.014846191,0.088761155,#0072B2,1.82838497
ZBTB43,0.493619277,0.182926448,0.424817288,#D3D3D3,0.737723499
PYROXD1,0.145575577,0.486965844,0.715888886,#D3D3D3,0.3125015
USP6,-0.54814392,0.018535763,0.102903346,#0072B2,1.731989541
USP17L17,0.514307832,0.018352721,0.102278337,#56B4E9,1.736299539
S1PR2,0.382699538,0.092052213,0.284079332,#D3D3D3,1.035965764
CCNF,0.405417256,0.05629681,0.206715998,#D3D3D3,1.249516215
HLA-DRA,-0.176558508,0.442921414,0.684814546,#D3D3D3,0.353673322
SMARCA4,0.454166573,0.036297729,0.158282516,#D3D3D3,1.440120546
SLC35D1,-0.570377562,0.000507697,0.008004422,#0072B2,3.294395307
SLC25A2,0.268835442,0.361897532,0.617100466,#D3D3D3,0.441414379
LAMP1,-0.405289255,0.03374265,0.151977183,#D3D3D3,1.471820817
POTEE,-0.184677724,0.576501917,0.780194055,#D3D3D3,0.239199244
CUX2,-0.776312668,0.145511885,0.370685809,#D3D3D3,0.837101533
ORC4,0.199828984,0.287387139,0.543921711,#D3D3D3,0.541532671
TMEM176B,-1.197550079,0.000105383,0.002627401,#0072B2,3.977229893
ANO6,-0.079321787,0.625644472,0.812725936,#D3D3D3,0.203672388
VSIG8,0.122160558,0.671150924,0.837274439,#D3D3D3,0.173179808
WNT7A,0.004335807,0.991120726,0.996305388,#D3D3D3,0.003873442
ESYT1,0.389299076,0.026375256,0.130012583,#D3D3D3,1.578803323
RACK1,0.907227533,2.23E-05,0.000875296,#56B4E9,4.652090784
ENOX2,-0.183580443,0.50559799,0.729058277,#D3D3D3,0.296194661
DENND5B,0.110467067,0.593154065,0.791654942,#D3D3D3,0.226832489
C9orf64,-0.02788588,0.873942436,0.943335965,#D3D3D3,0.058517172
ADSS2,-0.018149898,0.915083451,0.962317414,#D3D3D3,0.038539299
SEMA7A,1.773386904,0.005983097,0.047386801,#56B4E9,2.223073976
DNAI3,-0.032380106,0.855455395,0.935160693,#D3D3D3,0.067802631
RAMP3,0.521899932,0.035879405,0.157394973,#56B4E9,1.445154771
CCNDBP1,0.292410527,0.135560078,0.354937014,#D3D3D3,0.867868189
CMC1,-0.131366154,0.570344686,0.775709275,#D3D3D3,0.243862601
A1BG,-0.114079756,0.767772999,0.890268051,#D3D3D3,0.114767165
SECTM1,-2.200486282,6.59E-09,6.53E-06,#0072B2,8.181184789
STARD3NL,-0.459003245,0.156235359,0.385985157,#D3D3D3,0.806220671
NXT1,0.22308236,0.29166828,0.548758338,#D3D3D3,0.5351108
PLA2G6,0.311326993,0.287028765,0.543654635,#D3D3D3,0.542074577
COLGALT1,-0.323669889,0.101026406,0.30046393,#D3D3D3,0.995565097
UGCG,0.913361009,4.22E-05,0.001363825,#56B4E9,4.374273723
LEPROT,-0.258491365,0.049184524,0.190603016,#D3D3D3,1.30817153
BLOC1S5,-0.084224664,0.754037322,0.882868347,#D3D3D3,0.122607158
PBDC1,0.569336562,0.069614848,0.237171749,#D3D3D3,1.157298123
ZC3H14,0.183474381,0.157409449,0.387635718,#D3D3D3,0.802969201
KRT83,-0.33928231,0.321980611,0.580143385,#D3D3D3,0.492170279
VEGFA,-1.151509604,0.000463095,0.007490401,#0072B2,3.334330226
FUOM,-0.289502174,0.129325555,0.346031578,#D3D3D3,0.888315648
PRR23D2,0.207663421,0.359050535,0.614546331,#D3D3D3,0.444844421
MAD1L1,0.829535723,0.081835228,0.264426943,#D3D3D3,1.087059703
LRRC39,-0.062378004,0.844830421,0.928618344,#D3D3D3,0.073230456
MVP,-0.616342487,0.001256759,0.015595946,#0072B2,2.900748093
RNF151,0.037757385,0.861581878,0.937003798,#D3D3D3,0.064703445
GPRIN3,0.173870689,0.466454654,0.701706244,#D3D3D3,0.331190569
MPP7,-0.503467669,0.043723744,0.176791162,#0072B2,1.359282654
NXN,-0.040192429,0.901410835,0.955555583,#D3D3D3,0.045077226
ATRX,-0.080341652,0.553024825,0.764266755,#D3D3D3,0.257255373
NPBWR2,0.116880574,0.86156207,0.937003798,#D3D3D3,0.064713429
C12orf29,0.104486481,0.549603718,0.762074954,#D3D3D3,0.259950338
RAB40B,0.111271742,0.639139282,0.820472673,#D3D3D3,0.19440449
CLGN,-0.439897241,0.603282927,0.798095011,#D3D3D3,0.219478965
HMBS,-0.059123309,0.714432766,0.861490294,#D3D3D3,0.146038636
ALKAL2,-0.914759721,0.001776441,0.019697454,#0072B2,2.75044931
CCDC150,0.035593175,0.913968976,0.961670191,#D3D3D3,0.039068546
WNT3,0.273553954,0.248185582,0.502332147,#D3D3D3,0.605223453
UCHL1,-0.180593459,0.071563045,0.240986616,#D3D3D3,1.145311188
PLA2G4E,-0.063467025,0.775584137,0.893668903,#D3D3D3,0.110371082
GPRC6A,-0.500076228,0.183226394,0.425065058,#D3D3D3,0.737011966
ZNF641,-0.189409591,0.452287394,0.691854396,#D3D3D3,0.344585517
TXNDC8,0.378568329,0.302538429,0.560450944,#D3D3D3,0.519219452
FAU,0.769118378,2.65E-05,0.00097816,#56B4E9,4.576365657
E2F6,0.256846845,0.172372746,0.409813833,#D3D3D3,0.763531399
VIP,0.437078831,0.219313687,0.469611598,#D3D3D3,0.658934263
MUC20,-0.052643541,0.760189813,0.88612543,#D3D3D3,0.119077955
ACKR1,0.107780446,0.800206464,0.906622,#D3D3D3,0.096797945
AARS2,0.564647544,0.115584866,0.323922072,#D3D3D3,0.937099024
UBB,0.513025738,0.031724546,0.146088934,#56B4E9,1.498604585
STAC2,-0.373866406,0.223446771,0.474274512,#D3D3D3,0.650825916
TMBIM1,-0.808559546,1.61E-05,0.000705221,#0072B2,4.794046282
PPP2R5C,0.530174943,0.009611817,0.065453564,#56B4E9,2.017194487
SMAD3,0.69917298,0.003902967,0.034657853,#56B4E9,2.408605128
E2F5,0.249985903,0.254318908,0.509544803,#D3D3D3,0.594621349
SLC5A11,-0.038212676,0.885617306,0.949080822,#D3D3D3,0.052753905
KITLG,-0.650269244,0.055628786,0.20506727,#D3D3D3,1.254700418
UPK3BL1,0.203680938,0.136029934,0.355689379,#D3D3D3,0.866365512
COMT,-0.018655442,0.91670093,0.963041668,#D3D3D3,0.037772328
HYAL2,-0.693907395,0.029994872,0.140817153,#0072B2,1.522952982
CASS4,-0.440025251,0.132487726,0.350448567,#D3D3D3,0.877824353
CD1B,-0.148158175,0.727251697,0.867943641,#D3D3D3,0.138315257
CIART,-0.433878205,0.17049319,0.406952588,#D3D3D3,0.768292963
IL22RA2,0.109485605,0.663403585,0.833087541,#D3D3D3,0.178222186
ICE1,0.256181824,0.630316049,0.815173933,#D3D3D3,0.200441635
LIN7A,0.744728825,0.063507197,0.224345064,#D3D3D3,1.197177055
KIF15,0.620173994,0.055546493,0.204943211,#D3D3D3,1.255343359
ZNF101,1.195421,9.50E-07,9.64E-05,#56B4E9,6.022306368
LBX2,-0.05507646,0.891488986,0.952119138,#D3D3D3,0.049884018
MTBP,0.398942382,0.312796079,0.571496166,#D3D3D3,0.504738699
EIF2A,-0.273331208,0.037687255,0.161748694,#D3D3D3,1.423805493
ZNF471,-0.224588713,0.378885636,0.631532468,#D3D3D3,0.421491859
AIFM1,0.505229916,0.10004202,0.298578695,#D3D3D3,0.999817547
BPY2,-0.392583452,0.164075547,0.397936943,#D3D3D3,0.784956138
ASCL2,-0.225107287,0.059056364,0.213584397,#D3D3D3,1.228733297
GIMAP8,-0.644430378,0.0949402,0.289279432,#D3D3D3,1.022549856
SIGLEC6,0.747090454,0.024426445,0.123889047,#56B4E9,1.612139736
SCO2,-0.61639258,0.012348484,0.078094315,#0072B2,1.908386358
LGALS1,-1.049556546,2.25E-05,0.00087902,#0072B2,4.647220252
BICD1,0.242170285,0.260805916,0.517384839,#D3D3D3,0.583682562
STIP1,-0.247339402,0.142391466,0.365996818,#D3D3D3,0.846516038
GFPT2,0.253194839,0.134669246,0.35351668,#D3D3D3,0.870731572
PHB2,0.349009557,0.001390738,0.016565014,#D3D3D3,2.856754736
ANAPC10,-0.089099383,0.642478914,0.822283543,#D3D3D3,0.192141121
NOC2L,0.132799179,0.607069297,0.800778424,#D3D3D3,0.216761732
NUDT2,0.037262968,0.883009811,0.947732749,#D3D3D3,0.054034471
SMAD7,-0.248772677,0.219896398,0.469907098,#D3D3D3,0.657781884
KRT36,-0.222563958,0.530757584,0.747216347,#D3D3D3,0.275103791
IGHG3,-1.074274271,0.150190245,0.37629053,#D3D3D3,0.823358274
FABP5,-0.051124267,0.737385188,0.873542557,#D3D3D3,0.13230559
DNAJB1,0.029935286,0.900811687,0.955529689,#D3D3D3,0.045365988
PDPN,-0.429482246,0.092937864,0.285522196,#D3D3D3,1.031807312
HNRNPH1,0.429245718,0.000501313,0.007926009,#D3D3D3,3.299891218
TSPAN31,-0.524397206,0.003662032,0.033254251,#0072B2,2.436277847
MPG,0.081569227,0.667034143,0.835528094,#D3D3D3,0.175851935
SLC4A3,0.079095715,0.819846711,0.917577298,#D3D3D3,0.086267341
RPS4Y1,0.107862237,0.817894745,0.916654732,#D3D3D3,0.087302582
HAS2,-0.199424143,0.539527507,0.753839611,#D3D3D3,0.267986408
INTS7,0.331601905,0.049792776,0.192038318,#D3D3D3,1.302833659
TMIGD3,-0.207900504,0.196113988,0.440665283,#D3D3D3,0.707491429
ECT2,0.24777452,0.460268878,0.69807777,#D3D3D3,0.33698839
CEP250,0.256023685,0.39376665,0.643574778,#D3D3D3,0.404761069
SIX4,0.161186859,0.655322865,0.8297507,#D3D3D3,0.183544678
OR5M3,-0.331823682,0.226114144,0.477559872,#D3D3D3,0.645672271
KCNA3,0.046295944,0.474281301,0.706417071,#D3D3D3,0.323963997
UNC93A,-0.575743198,0.263547129,0.520062073,#D3D3D3,0.579141711
TBC1D24,0.044664606,0.82611807,0.920798489,#D3D3D3,0.082957878
ANKS1A,-0.004088518,0.990415898,0.996149045,#D3D3D3,0.004182397
PRDM10,0.420271466,0.166263159,0.401364711,#D3D3D3,0.779203972
HEATR6,0.221519007,0.469388537,0.703392311,#D3D3D3,0.32846752
IGSF9B,0.282051464,0.180206253,0.421598582,#D3D3D3,0.744230144
PTBP1,-0.856516343,0.001606293,0.018354211,#0072B2,2.794175246
LRRN4CL,-0.393290998,0.033990909,0.152646623,#D3D3D3,1.468637223
FPR2,0.068651,0.804510847,0.909012063,#D3D3D3,0.094468096
VTI1A,0.329417065,0.131033472,0.34833409,#D3D3D3,0.882617753
VXN,0.705679162,0.030089038,0.14106884,#56B4E9,1.521591696
MRPL39,0.384559304,0.094961021,0.289279432,#D3D3D3,1.022454627
PPIF,-0.166109353,0.391161157,0.641552714,#D3D3D3,0.407644278
SNX7,-0.153660285,0.506147794,0.729424107,#D3D3D3,0.295722651
ENPP5,-0.219968586,0.524556726,0.743118354,#D3D3D3,0.28020754
LYVE1,0.416741815,0.150785468,0.377221059,#D3D3D3,0.821640513
PI3,-0.284961039,0.235903055,0.489575164,#D3D3D3,0.627266434
CNTNAP3,-0.009331355,0.966714038,0.987933446,#D3D3D3,0.014701975
SNX25,0.753999951,0.01934274,0.105843177,#56B4E9,1.713482016
ARHGEF18,1.710310448,5.42E-05,0.00165072,#56B4E9,4.26630437
SLC25A13,0.188198285,0.32544409,0.583386756,#D3D3D3,0.487523611
ARHGAP39,-0.495246383,0.166207623,0.401327117,#D3D3D3,0.779349062
SMOC2,0.835914029,0.000814432,0.01124196,#56B4E9,3.089145275
RABGGTB,-0.083382249,0.682781369,0.843433903,#D3D3D3,0.165718338
CENPVL3,-0.441123382,0.181247406,0.422801907,#D3D3D3,0.7417282
APCS,-0.003467669,0.9827696,0.993974967,#D3D3D3,0.007548286
APOBEC3B,-0.425685958,0.061918116,0.220824457,#D3D3D3,1.208182268
LILRA4,0.120004715,0.52349824,0.742908728,#D3D3D3,0.281084774
KRT73,-0.341110966,0.351807937,0.608486989,#D3D3D3,0.453694366
SLC11A1,-0.687385098,0.007766443,0.057010291,#0072B2,2.109777852
SPPL2B,1.027550777,0.00021922,0.004505764,#56B4E9,3.659120738
GABARAPL2,-0.337578596,0.038934375,0.164915798,#D3D3D3,1.409666791
PLXNB1,-0.591044922,0.016600641,0.095653742,#0072B2,1.779875154
LAPTM5,1.245043663,0.000113741,0.002787009,#56B4E9,3.944084472
CFAP53,-0.361161957,0.303289706,0.561041016,#D3D3D3,0.51814233
SNRNP27,0.219870309,0.284436654,0.541010649,#D3D3D3,0.546014439
DEGS2,0.147620644,0.250889682,0.505812392,#D3D3D3,0.600517198
HSF1,0.115801489,0.341183399,0.599016263,#D3D3D3,0.467012109
PIEZO2,-0.537587321,0.089772766,0.28039848,#D3D3D3,1.046855394
NEK3,-0.307233508,0.12865159,0.344885303,#D3D3D3,0.890584841
